,name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms
0,Tides,= (Edition Française),2022-11-04,1,6mkZkeZ9YY11rPzdWgs9eA,spotify:track:6mkZkeZ9YY11rPzdWgs9eA,0.0167,0.631,0.825,0.0,0.122,-3.971,0.0433,129.942,0.427,27,195760
1,Shivers,= (Edition Française),2022-11-04,2,3vcgjaj7fi4TNUgvjDcQ7Z,spotify:track:3vcgjaj7fi4TNUgvjDcQ7Z,0.281,0.788,0.859,0.0,0.0424,-2.724,0.0856,141.02,0.822,28,207853
2,First Times,= (Edition Française),2022-11-04,3,553eAXr0YyVOyjbN7b7RBr,spotify:track:553eAXr0YyVOyjbN7b7RBr,0.84,0.587,0.267,0.0,0.121,-9.206,0.0349,98.845,0.352,27,185853
3,Bad Habits,= (Edition Française),2022-11-04,4,0usPAOYlfcAnDovyserJIQ,spotify:track:0usPAOYlfcAnDovyserJIQ,0.0451,0.807,0.893,2.79e-05,0.366,-3.745,0.0347,126.011,0.537,27,230746
4,Overpass Graffiti,= (Edition Française),2022-11-04,5,0QEjSDRbltabZ5rBpgypNm,spotify:track:0QEjSDRbltabZ5rBpgypNm,0.00253,0.52,0.849,0.0,0.119,-3.794,0.186,175.908,0.774,27,236906
5,The Joker And The Queen,= (Edition Française),2022-11-04,6,4pzsdznUmz85QLBJFBk4FK,spotify:track:4pzsdznUmz85QLBJFBk4FK,0.952,0.567,0.211,5.24e-05,0.275,-9.975,0.0315,134.019,0.289,25,185586
6,Leave Your Life,= (Edition Française),2022-11-04,7,5YxjgPAtEjLEoHFqTwTsgm,spotify:track:5YxjgPAtEjLEoHFqTwTsgm,0.236,0.578,0.558,0.0,0.143,-5.438,0.0872,75.087,0.54,25,223866
7,Collide,= (Edition Française),2022-11-04,8,4BxrlTbODIoqfuzXyUqA03,spotify:track:4BxrlTbODIoqfuzXyUqA03,0.113,0.672,0.73,0.0,0.0612,-4.77,0.0372,123.969,0.559,25,210213
8,2step,= (Edition Française),2022-11-04,9,6t0Hx7pDeLY6ibIwBpG8Wd,spotify:track:6t0Hx7pDeLY6ibIwBpG8Wd,0.169,0.763,0.661,0.0,0.117,-5.592,0.056,95.002,0.632,28,153626
9,Stop The Rain,= (Edition Française),2022-11-04,10,4uNlLYxu7rwls1RRozlLeA,spotify:track:4uNlLYxu7rwls1RRozlLeA,0.0122,0.686,0.765,0.0,0.127,-4.778,0.118,99.998,0.743,25,203493
10,Love In Slow Motion,= (Edition Française),2022-11-04,11,4O7vhBzB3qwLlRR3QFQ4Ek,spotify:track:4O7vhBzB3qwLlRR3QFQ4Ek,0.668,0.485,0.54,0.0,0.0849,-5.4,0.0253,62.631,0.426,24,190933
11,Visiting Hours,= (Edition Française),2022-11-04,12,7rpDvu5RD8LtSBEPwu6ABT,spotify:track:7rpDvu5RD8LtSBEPwu6ABT,0.77,0.471,0.396,0.0,0.0729,-6.654,0.0336,149.609,0.263,24,215506
12,Sandman,= (Edition Française),2022-11-04,13,64qAc4la1zr3JhO4CxQ7zT,spotify:track:64qAc4la1zr3JhO4CxQ7zT,0.882,0.822,0.3,9.15e-05,0.0665,-8.034,0.0673,125.951,0.734,23,259333
13,Be Right Now,= (Edition Française),2022-11-04,14,1m3aVjtiiTiLf74WgCsW3q,spotify:track:1m3aVjtiiTiLf74WgCsW3q,0.00494,0.501,0.684,0.000478,0.0524,-6.706,0.0566,131.952,0.442,23,211080
14,2step (feat. Leto),= (Edition Française),2022-11-04,15,7iX8Q9vlw3PM6A0BCRL8QY,spotify:track:7iX8Q9vlw3PM6A0BCRL8QY,0.273,0.73,0.701,0.0,0.0657,-5.318,0.0447,94.97,0.522,25,154453
15,Peru,= (Edition Française),2022-11-04,16,7dqyMpfmEBw2Z9AhR7Mqft,spotify:track:7dqyMpfmEBw2Z9AhR7Mqft,0.572,0.956,0.417,0.00071,0.0782,-7.892,0.0926,108.015,0.714,25,187111
16,Call On Me (feat. Ed Sheeran),= (Edition Française),2022-11-04,17,7b83mbbw9MWXzUbyIOzLCL,spotify:track:7b83mbbw9MWXzUbyIOzLCL,0.106,0.617,0.655,0.0,0.102,-3.24,0.0616,81.009,0.633,30,200706
17,Bam Bam (feat.Ed Sheeran),= (Edition Française),2022-11-04,18,3gmkly1uUq105VKnJZyp1n,spotify:track:3gmkly1uUq105VKnJZyp1n,0.182,0.756,0.697,0.0,0.333,-6.377,0.0401,94.996,0.956,25,206070
18,Tides,= (Tour Edition),2022-05-27,1,650PApG2YcEgoU7pO4u0Wu,spotify:track:650PApG2YcEgoU7pO4u0Wu,0.0167,0.631,0.825,0.0,0.122,-3.971,0.0433,129.942,0.427,23,195760
19,Shivers,= (Tour Edition),2022-05-27,2,2gT59yH6Tzlsj7CNKkwrCZ,spotify:track:2gT59yH6Tzlsj7CNKkwrCZ,0.281,0.788,0.859,0.0,0.0424,-2.724,0.0856,141.02,0.822,24,207853
20,First Times,= (Tour Edition),2022-05-27,3,3tNCcHNB8D9YnUqOLmvI7t,spotify:track:3tNCcHNB8D9YnUqOLmvI7t,0.84,0.587,0.267,0.0,0.121,-9.206,0.0349,98.845,0.352,22,185853
21,Bad Habits,= (Tour Edition),2022-05-27,4,1Pa75iYnneKHYvDsIIhQ6q,spotify:track:1Pa75iYnneKHYvDsIIhQ6q,0.0451,0.807,0.893,2.79e-05,0.366,-3.745,0.0347,126.011,0.537,23,230746
22,Overpass Graffiti,= (Tour Edition),2022-05-27,5,63sg6Dw4AitekQoMwDbNMh,spotify:track:63sg6Dw4AitekQoMwDbNMh,0.00253,0.52,0.849,0.0,0.119,-3.794,0.186,175.908,0.774,25,236906
23,The Joker And The Queen,= (Tour Edition),2022-05-27,6,4wurmsNeLCN2oZfaULo5lQ,spotify:track:4wurmsNeLCN2oZfaULo5lQ,0.952,0.567,0.211,5.24e-05,0.275,-9.975,0.0315,134.019,0.289,22,185586
24,Leave Your Life,= (Tour Edition),2022-05-27,7,67L4gUAQwMstid0eqKZZl3,spotify:track:67L4gUAQwMstid0eqKZZl3,0.236,0.578,0.558,0.0,0.143,-5.438,0.0872,75.087,0.54,21,223866
25,Collide,= (Tour Edition),2022-05-27,8,6YJ1nkywJM4gbR6ZBFPRHw,spotify:track:6YJ1nkywJM4gbR6ZBFPRHw,0.113,0.672,0.73,0.0,0.0612,-4.77,0.0372,123.969,0.559,21,210213
26,2step,= (Tour Edition),2022-05-27,9,1XWSfcOq25pnWNDkxK6KRK,spotify:track:1XWSfcOq25pnWNDkxK6KRK,0.169,0.763,0.661,0.0,0.117,-5.592,0.056,95.002,0.632,25,153626
27,Stop The Rain,= (Tour Edition),2022-05-27,10,7gu26lYxdKXtrX1Hty3hFM,spotify:track:7gu26lYxdKXtrX1Hty3hFM,0.0122,0.686,0.765,0.0,0.127,-4.778,0.118,99.998,0.743,21,203493
28,Love In Slow Motion,= (Tour Edition),2022-05-27,11,6xeOcZLOFiPA1PUvldp94x,spotify:track:6xeOcZLOFiPA1PUvldp94x,0.668,0.485,0.54,0.0,0.0849,-5.4,0.0253,62.631,0.426,20,190933
29,Visiting Hours,= (Tour Edition),2022-05-27,12,4aWl7w8flTeLDLR0uaOZFi,spotify:track:4aWl7w8flTeLDLR0uaOZFi,0.77,0.471,0.396,0.0,0.0729,-6.654,0.0336,149.609,0.263,21,215506
30,Sandman,= (Tour Edition),2022-05-27,13,2bEAcfWY8Fs90xyOgDoeZV,spotify:track:2bEAcfWY8Fs90xyOgDoeZV,0.882,0.822,0.3,9.15e-05,0.0665,-8.034,0.0673,125.951,0.734,19,259333
31,Be Right Now,= (Tour Edition),2022-05-27,14,4hsoq5mayPou3YNoE5Sgh8,spotify:track:4hsoq5mayPou3YNoE5Sgh8,0.00494,0.501,0.684,0.000478,0.0524,-6.706,0.0566,131.952,0.442,18,211080
32,Afterglow,= (Tour Edition),2022-05-27,15,6njJ4ksycB4y35rh8T03Kb,spotify:track:6njJ4ksycB4y35rh8T03Kb,0.698,0.641,0.324,0.0,0.328,-5.851,0.0299,110.184,0.273,45,185486
33,One Life,= (Tour Edition),2022-05-27,16,4RSXGzmHGPsKncVonX7NlX,spotify:track:4RSXGzmHGPsKncVonX7NlX,0.114,0.573,0.593,2.65e-06,0.122,-7.225,0.0299,159.978,0.425,48,231546
34,Penguins,= (Tour Edition),2022-05-27,17,5fmXV5ft9Xj3yVdSVbv8Mu,spotify:track:5fmXV5ft9Xj3yVdSVbv8Mu,0.79,0.709,0.324,0.0,0.1,-10.975,0.0444,99.906,0.47,27,248866
35,I Will Remember You,= (Tour Edition),2022-05-27,18,3mlFWcdPrsNmymO94D2TxI,spotify:track:3mlFWcdPrsNmymO94D2TxI,0.404,0.743,0.807,5.49e-06,0.0723,-5.917,0.0538,145.01,0.721,31,214493
36,Welcome To The World,= (Tour Edition),2022-05-27,19,2hRSG4zE2iHtYmPqtxmbNv,spotify:track:2hRSG4zE2iHtYmPqtxmbNv,0.818,0.334,0.307,5.55e-05,0.362,-8.522,0.033,169.53,0.426,26,176813
37,The Joker And The Queen (feat. Taylor Swift),= (Tour Edition),2022-05-27,20,3uKJrBPOLOb9oYcuqADzu0,spotify:track:3uKJrBPOLOb9oYcuqADzu0,0.924,0.528,0.309,2.1e-06,0.282,-7.398,0.0329,133.83,0.307,38,185422
38,2step (feat. Lil Baby),= (Tour Edition),2022-05-27,21,4uMC2yWq68zqFwp3yd29fu,spotify:track:4uMC2yWq68zqFwp3yd29fu,0.138,0.693,0.643,0.0,0.108,-5.867,0.0828,95.055,0.477,19,163449
39,Bad Habits (feat. Bring Me The Horizon),= (Tour Edition),2022-05-27,22,3dw5lPI963l80EzaBoHUkh,spotify:track:3dw5lPI963l80EzaBoHUkh,0.0305,0.59,0.849,0.0,0.11,-4.691,0.0792,131.018,0.178,35,250763
40,Peru,= (Tour Edition),2022-05-27,23,4ZF7ug5UnMKQJrEpS1pItU,spotify:track:4ZF7ug5UnMKQJrEpS1pItU,0.572,0.956,0.417,0.00071,0.0782,-7.892,0.0926,108.015,0.714,20,187111
41,2step (feat. Leto),= (Tour Edition),2022-05-27,24,1OHr4J5rZIfkqCzMdDGAAO,spotify:track:1OHr4J5rZIfkqCzMdDGAAO,0.273,0.73,0.701,0.0,0.0657,-5.318,0.0447,94.97,0.522,18,154453
42,Tides,= (Tour Edition),2022-05-27,1,2lFC46kNKtufylpw9AiKFN,spotify:track:2lFC46kNKtufylpw9AiKFN,0.0167,0.631,0.825,0.0,0.122,-3.971,0.0433,129.942,0.427,23,195760
43,Shivers,= (Tour Edition),2022-05-27,2,6BJ4BG7caXwZhFbHi3jhUw,spotify:track:6BJ4BG7caXwZhFbHi3jhUw,0.281,0.788,0.859,0.0,0.0424,-2.724,0.0856,141.02,0.822,22,207853
44,First Times,= (Tour Edition),2022-05-27,3,3miIX6um4RtNKfmuxIWZiB,spotify:track:3miIX6um4RtNKfmuxIWZiB,0.84,0.587,0.267,0.0,0.121,-9.206,0.0349,98.845,0.352,21,185853
45,Bad Habits,= (Tour Edition),2022-05-27,4,4NKrU0hmEoYlV06zLXOBwk,spotify:track:4NKrU0hmEoYlV06zLXOBwk,0.0451,0.807,0.893,2.79e-05,0.366,-3.745,0.0347,126.011,0.537,23,230746
46,Overpass Graffiti,= (Tour Edition),2022-05-27,5,6swfhh3Er1ldJbqNz3CIqW,spotify:track:6swfhh3Er1ldJbqNz3CIqW,0.00253,0.52,0.849,0.0,0.119,-3.794,0.186,175.908,0.774,26,236906
47,The Joker And The Queen,= (Tour Edition),2022-05-27,6,6XVekUw1qyCsyOCtuPdM41,spotify:track:6XVekUw1qyCsyOCtuPdM41,0.952,0.567,0.211,5.24e-05,0.275,-9.975,0.0315,134.019,0.289,19,185586
48,Leave Your Life,= (Tour Edition),2022-05-27,7,0d0KADRfBTHqnFgX9A04eq,spotify:track:0d0KADRfBTHqnFgX9A04eq,0.236,0.578,0.558,0.0,0.143,-5.438,0.0872,75.087,0.54,19,223866
49,Collide,= (Tour Edition),2022-05-27,8,4VnWq1KhaN49Cahp01cLIG,spotify:track:4VnWq1KhaN49Cahp01cLIG,0.113,0.672,0.73,0.0,0.0612,-4.77,0.0372,123.969,0.559,20,210213
50,2step,= (Tour Edition),2022-05-27,9,1v5KcxVewoGUgpyzl3c1w7,spotify:track:1v5KcxVewoGUgpyzl3c1w7,0.169,0.763,0.661,0.0,0.117,-5.592,0.056,95.002,0.632,21,153626
51,Stop The Rain,= (Tour Edition),2022-05-27,10,1nLAeoMHDsoaXfw9b1anvI,spotify:track:1nLAeoMHDsoaXfw9b1anvI,0.0122,0.686,0.765,0.0,0.127,-4.778,0.118,99.998,0.743,19,203493
52,Love In Slow Motion,= (Tour Edition),2022-05-27,11,1qIDLMzdebuadqUdQQI1DS,spotify:track:1qIDLMzdebuadqUdQQI1DS,0.668,0.485,0.54,0.0,0.0849,-5.4,0.0253,62.631,0.426,19,190933
53,Visiting Hours,= (Tour Edition),2022-05-27,12,3gIzyzQYJz4GMB7BsZ1DOe,spotify:track:3gIzyzQYJz4GMB7BsZ1DOe,0.77,0.471,0.396,0.0,0.0729,-6.654,0.0336,149.609,0.263,21,215506
54,Sandman,= (Tour Edition),2022-05-27,13,1mhVtHKMohRLrJXeiRFXQs,spotify:track:1mhVtHKMohRLrJXeiRFXQs,0.882,0.822,0.3,9.15e-05,0.0665,-8.034,0.0673,125.951,0.734,17,259333
55,Be Right Now,= (Tour Edition),2022-05-27,14,1i2zRFHn6oQHHWH0anNXTo,spotify:track:1i2zRFHn6oQHHWH0anNXTo,0.00494,0.501,0.684,0.000478,0.0524,-6.706,0.0566,131.952,0.442,17,211080
56,Afterglow,= (Tour Edition),2022-05-27,15,4xuIUEcrQLZS3QpuCCRwfP,spotify:track:4xuIUEcrQLZS3QpuCCRwfP,0.698,0.641,0.324,0.0,0.328,-5.851,0.0299,110.184,0.273,42,185486
57,One Life,= (Tour Edition),2022-05-27,16,79N6liyutdB0RVo4Moyouy,spotify:track:79N6liyutdB0RVo4Moyouy,0.114,0.573,0.593,2.65e-06,0.122,-7.225,0.0299,159.978,0.425,48,231546
58,Penguins,= (Tour Edition),2022-05-27,17,2E43v7209eR6jtcQiLtRLv,spotify:track:2E43v7209eR6jtcQiLtRLv,0.79,0.709,0.324,0.0,0.1,-10.975,0.0444,99.906,0.47,27,248866
59,I Will Remember You,= (Tour Edition),2022-05-27,18,7mybotWfvit1zE3BiC0Zkg,spotify:track:7mybotWfvit1zE3BiC0Zkg,0.404,0.743,0.807,5.49e-06,0.0723,-5.917,0.0538,145.01,0.721,29,214493
60,Welcome To The World,= (Tour Edition),2022-05-27,19,2WSZhJu5REakNlphwrDcr2,spotify:track:2WSZhJu5REakNlphwrDcr2,0.818,0.334,0.307,5.55e-05,0.362,-8.522,0.033,169.53,0.426,25,176813
61,The Joker And The Queen (feat. Taylor Swift),= (Tour Edition),2022-05-27,20,78GSQBy469APn1aX4VsYSJ,spotify:track:78GSQBy469APn1aX4VsYSJ,0.924,0.528,0.309,2.1e-06,0.282,-7.398,0.0329,133.83,0.307,34,185422
62,2step (feat. Lil Baby),= (Tour Edition),2022-05-27,21,54B1kOdMtnvv3QIac2cJMl,spotify:track:54B1kOdMtnvv3QIac2cJMl,0.138,0.693,0.643,0.0,0.108,-5.867,0.0828,95.055,0.477,16,163449
63,Bad Habits (feat. Bring Me The Horizon),= (Tour Edition),2022-05-27,22,4NiFGz1kOugudhHecPvsi5,spotify:track:4NiFGz1kOugudhHecPvsi5,0.0305,0.59,0.849,0.0,0.11,-4.691,0.0792,131.018,0.178,29,250763
64,Peru,= (Tour Edition),2022-05-27,23,6C0yP3HwmjSvJQ75Fv90B1,spotify:track:6C0yP3HwmjSvJQ75Fv90B1,0.572,0.956,0.417,0.00071,0.0782,-7.892,0.0926,108.015,0.714,18,187111
65,2step (feat. 1.Cuz),= (Tour Edition),2022-05-27,24,7hJ6c9IrZv2h4YBSj4rNU2,spotify:track:7hJ6c9IrZv2h4YBSj4rNU2,0.157,0.674,0.663,0.0,0.13,-5.084,0.084,94.818,0.617,22,153226
66,Tides,= (Tour Edition),2022-05-27,1,4Cr3ogmfRyxXKd75BdARY7,spotify:track:4Cr3ogmfRyxXKd75BdARY7,0.0167,0.631,0.825,0.0,0.122,-3.971,0.0433,129.942,0.427,27,195760
67,Shivers,= (Tour Edition),2022-05-27,2,6giCba2g78vjENPEuyrMhr,spotify:track:6giCba2g78vjENPEuyrMhr,0.281,0.788,0.859,0.0,0.0424,-2.724,0.0856,141.02,0.822,28,207853
68,First Times,= (Tour Edition),2022-05-27,3,3FbgdvrHxp2vr2tm6ciM7y,spotify:track:3FbgdvrHxp2vr2tm6ciM7y,0.84,0.587,0.267,0.0,0.121,-9.206,0.0349,98.845,0.352,27,185853
69,Bad Habits,= (Tour Edition),2022-05-27,4,0tKs1ZWUcebK9YPGJvEyC7,spotify:track:0tKs1ZWUcebK9YPGJvEyC7,0.0451,0.807,0.893,2.79e-05,0.366,-3.745,0.0347,126.011,0.537,26,230746
70,Overpass Graffiti,= (Tour Edition),2022-05-27,5,3j97IgILCNDU8hfHXiRg9C,spotify:track:3j97IgILCNDU8hfHXiRg9C,0.00253,0.52,0.849,0.0,0.119,-3.794,0.186,175.908,0.774,27,236906
71,The Joker And The Queen,= (Tour Edition),2022-05-27,6,6iDLN4dCCZkhWtt3CoYBZS,spotify:track:6iDLN4dCCZkhWtt3CoYBZS,0.952,0.567,0.211,5.24e-05,0.275,-9.975,0.0315,134.019,0.289,25,185586
72,Leave Your Life,= (Tour Edition),2022-05-27,7,2BrjKXMT224asAuVGeF5xk,spotify:track:2BrjKXMT224asAuVGeF5xk,0.236,0.578,0.558,0.0,0.143,-5.438,0.0872,75.087,0.54,25,223866
73,Collide,= (Tour Edition),2022-05-27,8,2qhdEfmk3gs9YZSXOW1cw9,spotify:track:2qhdEfmk3gs9YZSXOW1cw9,0.113,0.672,0.73,0.0,0.0612,-4.77,0.0372,123.969,0.559,25,210213
74,2step,= (Tour Edition),2022-05-27,9,4LQgUCaHbUe1YRczQByShv,spotify:track:4LQgUCaHbUe1YRczQByShv,0.169,0.763,0.661,0.0,0.117,-5.592,0.056,95.002,0.632,26,153626
75,Stop The Rain,= (Tour Edition),2022-05-27,10,3wnNuLfkONlXSUVNAcUkjK,spotify:track:3wnNuLfkONlXSUVNAcUkjK,0.0122,0.686,0.765,0.0,0.127,-4.778,0.118,99.998,0.743,24,203493
76,Love In Slow Motion,= (Tour Edition),2022-05-27,11,08pouWr93GFZ58j5UCD3z7,spotify:track:08pouWr93GFZ58j5UCD3z7,0.668,0.485,0.54,0.0,0.0849,-5.4,0.0253,62.631,0.426,24,190933
77,Visiting Hours,= (Tour Edition),2022-05-27,12,5DKfT4ReBGX45p14fUpb9k,spotify:track:5DKfT4ReBGX45p14fUpb9k,0.77,0.471,0.396,0.0,0.0729,-6.654,0.0336,149.609,0.263,23,215506
78,Sandman,= (Tour Edition),2022-05-27,13,5bFbn2R0zmBjAAaicVA21K,spotify:track:5bFbn2R0zmBjAAaicVA21K,0.882,0.822,0.3,9.15e-05,0.0665,-8.034,0.0673,125.951,0.734,23,259333
79,Be Right Now,= (Tour Edition),2022-05-27,14,7K51jAWHaLLjKHuww4gBDX,spotify:track:7K51jAWHaLLjKHuww4gBDX,0.00494,0.501,0.684,0.000478,0.0524,-6.706,0.0566,131.952,0.442,23,211080
80,Afterglow,= (Tour Edition),2022-05-27,15,5aVMv0j2dptYXMZ53U443w,spotify:track:5aVMv0j2dptYXMZ53U443w,0.698,0.641,0.324,0.0,0.328,-5.851,0.0299,110.184,0.273,44,185486
81,One Life,= (Tour Edition),2022-05-27,16,4Q4V1aMwNNpgkSaFa9AjDC,spotify:track:4Q4V1aMwNNpgkSaFa9AjDC,0.114,0.573,0.593,2.65e-06,0.122,-7.225,0.0299,159.978,0.425,45,231546
82,Penguins,= (Tour Edition),2022-05-27,17,1wciXPUD2TgW8EOOogW5Cp,spotify:track:1wciXPUD2TgW8EOOogW5Cp,0.79,0.709,0.324,0.0,0.1,-10.975,0.0444,99.906,0.47,29,248866
83,I Will Remember You,= (Tour Edition),2022-05-27,18,4tC34X3AixlePVGoH46QXJ,spotify:track:4tC34X3AixlePVGoH46QXJ,0.404,0.743,0.807,5.49e-06,0.0723,-5.917,0.0538,145.01,0.721,30,214493
84,Welcome To The World,= (Tour Edition),2022-05-27,19,1t2XtgwFHHeAlfKmGlSzMF,spotify:track:1t2XtgwFHHeAlfKmGlSzMF,0.818,0.334,0.307,5.55e-05,0.362,-8.522,0.033,169.53,0.426,26,176813
85,The Joker And The Queen (feat. Taylor Swift),= (Tour Edition),2022-05-27,20,59EfTv7szdIRttQudJjwj8,spotify:track:59EfTv7szdIRttQudJjwj8,0.924,0.528,0.309,2.1e-06,0.282,-7.398,0.0329,133.83,0.307,38,185422
86,2step (feat. Lil Baby),= (Tour Edition),2022-05-27,21,0hBcVSZwbF4kiKq0eBPs5N,spotify:track:0hBcVSZwbF4kiKq0eBPs5N,0.138,0.693,0.643,0.0,0.108,-5.867,0.0828,95.055,0.477,22,163449
87,Bad Habits (feat. Bring Me The Horizon),= (Tour Edition),2022-05-27,22,35juONitadpW4162xU2lqs,spotify:track:35juONitadpW4162xU2lqs,0.0305,0.59,0.849,0.0,0.11,-4.691,0.0792,131.018,0.178,36,250763
88,Peru,= (Tour Edition),2022-05-27,23,6tiwGo2Otz5ctFB2hApWlf,spotify:track:6tiwGo2Otz5ctFB2hApWlf,0.572,0.956,0.417,0.00071,0.0782,-7.892,0.0926,108.015,0.714,21,187111
89,2step (feat. Chefin),= (Tour Edition),2022-05-27,24,5LUL1ZQ0MbYwt6sV2r4dBk,spotify:track:5LUL1ZQ0MbYwt6sV2r4dBk,0.209,0.731,0.642,0.0,0.242,-5.106,0.0695,94.961,0.504,23,164560
90,Tides,= (Tour Edition),2022-05-27,1,1A4sg34NrurlkjCg8hlpnH,spotify:track:1A4sg34NrurlkjCg8hlpnH,0.0167,0.631,0.825,0.0,0.122,-3.971,0.0433,129.942,0.427,15,195760
91,Shivers,= (Tour Edition),2022-05-27,2,3G1oAy4OJc4YzJwfjW1K50,spotify:track:3G1oAy4OJc4YzJwfjW1K50,0.281,0.788,0.859,0.0,0.0424,-2.724,0.0856,141.02,0.822,13,207853
92,First Times,= (Tour Edition),2022-05-27,3,4wgcg4dnALovDrx6qsSqEM,spotify:track:4wgcg4dnALovDrx6qsSqEM,0.84,0.587,0.267,0.0,0.121,-9.206,0.0349,98.845,0.352,12,185853
93,Bad Habits,= (Tour Edition),2022-05-27,4,4dbJ1krGoDVxH4yer7pjti,spotify:track:4dbJ1krGoDVxH4yer7pjti,0.0451,0.807,0.893,2.79e-05,0.366,-3.745,0.0347,126.011,0.537,13,230746
94,Overpass Graffiti,= (Tour Edition),2022-05-27,5,6XPCls59qCZccIuo8Mj0M9,spotify:track:6XPCls59qCZccIuo8Mj0M9,0.00253,0.52,0.849,0.0,0.119,-3.794,0.186,175.908,0.774,13,236906
95,The Joker And The Queen,= (Tour Edition),2022-05-27,6,5tnQDI5h3qYz26xktHhUT4,spotify:track:5tnQDI5h3qYz26xktHhUT4,0.952,0.567,0.211,5.24e-05,0.275,-9.975,0.0315,134.019,0.289,10,185586
96,Leave Your Life,= (Tour Edition),2022-05-27,7,7MX2SHhheHhreSi6SDk8GQ,spotify:track:7MX2SHhheHhreSi6SDk8GQ,0.236,0.578,0.558,0.0,0.143,-5.438,0.0872,75.087,0.54,10,223866
97,Collide,= (Tour Edition),2022-05-27,8,78zI7ExbtXPO8LwxhZZzeQ,spotify:track:78zI7ExbtXPO8LwxhZZzeQ,0.113,0.672,0.73,0.0,0.0612,-4.77,0.0372,123.969,0.559,11,210213
98,2step,= (Tour Edition),2022-05-27,9,3Txgac2b3RcUiocoPk6u6u,spotify:track:3Txgac2b3RcUiocoPk6u6u,0.169,0.763,0.661,0.0,0.117,-5.592,0.056,95.002,0.632,13,153626
99,Stop The Rain,= (Tour Edition),2022-05-27,10,2niX2qx0LlwzZtLeBbEnp7,spotify:track:2niX2qx0LlwzZtLeBbEnp7,0.0122,0.686,0.765,0.0,0.127,-4.778,0.118,99.998,0.743,9,203493
100,Love In Slow Motion,= (Tour Edition),2022-05-27,11,3OYie3ZNaas546BgGrDMOn,spotify:track:3OYie3ZNaas546BgGrDMOn,0.668,0.485,0.54,0.0,0.0849,-5.4,0.0253,62.631,0.426,9,190933
101,Visiting Hours,= (Tour Edition),2022-05-27,12,2I3FtiuUhqXi7ueIoQ7vxh,spotify:track:2I3FtiuUhqXi7ueIoQ7vxh,0.77,0.471,0.396,0.0,0.0729,-6.654,0.0336,149.609,0.263,10,215506
102,Sandman,= (Tour Edition),2022-05-27,13,0LYOPD6DHRUaPTBu4jgllu,spotify:track:0LYOPD6DHRUaPTBu4jgllu,0.882,0.822,0.3,9.15e-05,0.0665,-8.034,0.0673,125.951,0.734,9,259333
103,Be Right Now,= (Tour Edition),2022-05-27,14,5yUDAC1DKSWsGxKocYoeCQ,spotify:track:5yUDAC1DKSWsGxKocYoeCQ,0.00494,0.501,0.684,0.000478,0.0524,-6.706,0.0566,131.952,0.442,7,211080
104,Afterglow,= (Tour Edition),2022-05-27,15,29QY94FW8Hgm336jRSOayN,spotify:track:29QY94FW8Hgm336jRSOayN,0.698,0.641,0.324,0.0,0.328,-5.851,0.0299,110.184,0.273,38,185486
105,One Life,= (Tour Edition),2022-05-27,16,5DR15OWXMpQXzOzXzVuZu8,spotify:track:5DR15OWXMpQXzOzXzVuZu8,0.114,0.573,0.593,2.65e-06,0.122,-7.225,0.0299,159.978,0.425,34,231546
106,Penguins,= (Tour Edition),2022-05-27,17,5BLEPFa3gJNlJPkrY2fG2P,spotify:track:5BLEPFa3gJNlJPkrY2fG2P,0.79,0.709,0.324,0.0,0.1,-10.975,0.0444,99.906,0.47,18,248866
107,I Will Remember You,= (Tour Edition),2022-05-27,18,3FPeYrG7azA8aQ9dbFGDFS,spotify:track:3FPeYrG7azA8aQ9dbFGDFS,0.404,0.743,0.807,5.49e-06,0.0723,-5.917,0.0538,145.01,0.721,21,214493
108,Welcome To The World,= (Tour Edition),2022-05-27,19,050MRCLXjcOSZm4Hh1iDZG,spotify:track:050MRCLXjcOSZm4Hh1iDZG,0.818,0.334,0.307,5.55e-05,0.362,-8.522,0.033,169.53,0.426,15,176813
109,The Joker And The Queen (feat. Taylor Swift),= (Tour Edition),2022-05-27,20,5wHvAO242UfOhgYdGBeZZj,spotify:track:5wHvAO242UfOhgYdGBeZZj,0.924,0.528,0.309,2.1e-06,0.282,-7.398,0.0329,133.83,0.307,31,185422
110,2step (feat. Lil Baby),= (Tour Edition),2022-05-27,21,19XDiIacokUkHOEseJeX4J,spotify:track:19XDiIacokUkHOEseJeX4J,0.138,0.693,0.643,0.0,0.108,-5.867,0.0828,95.055,0.477,10,163449
111,Bad Habits (feat. Bring Me The Horizon),= (Tour Edition),2022-05-27,22,0E6rlHkT1F6ELPQi2WkPxB,spotify:track:0E6rlHkT1F6ELPQi2WkPxB,0.0305,0.59,0.849,0.0,0.11,-4.691,0.0792,131.018,0.178,19,250763
112,Peru,= (Tour Edition),2022-05-27,23,5omYJLpY2WcG7UIS97k85H,spotify:track:5omYJLpY2WcG7UIS97k85H,0.572,0.956,0.417,0.00071,0.0782,-7.892,0.0926,108.015,0.714,8,187111
113,2step (feat. Denise Chaila),= (Tour Edition),2022-05-27,24,5h3JeNvHOzvUU60Zmz60od,spotify:track:5h3JeNvHOzvUU60Zmz60od,0.21,0.728,0.69,0.0,0.113,-4.788,0.084,94.986,0.492,8,153227
